pais,data,total_casos,novos_casos,novos_casos_padronizados,total_mortes,novas_mortes,novas_mortes_padronizadas,novos_casos_pmilhao,novas_mortes_pmilhao,total_vacinacao,pessoas_vacinadas,pessoas_totalmente_vacinadas,novas_vacinas_aplicadas,novas_vacinas_padronizadas,novas_pessoas_vacinadas_padr
Brazil,2020-05-14,203165.0,13028.0,9627.429,13999.0,759.0,687.0,60.88,3.547,,,,,,
Brazil,2020-05-13,190137.0,11923.0,9075.143,13240.0,779.0,664.571,55.717,3.64,,,,,,
Brazil,2020-05-12,178214.0,8620.0,8965.571,12461.0,808.0,646.143,40.282,3.776,,,,,,
Brazil,2020-05-11,169594.0,6895.0,8710.571,11653.0,530.0,612.286,32.221,2.477,,,,,,
Brazil,2020-05-10,162699.0,6638.0,8696.143,11123.0,467.0,581.714,31.02,2.182,,,,,,
Brazil,2020-05-09,156061.0,9167.0,8423.0,10656.0,639.0,556.429,42.838,2.986,,,,,,
Brazil,2020-05-08,146894.0,11121.0,7813.143,10017.0,827.0,515.0,51.969,3.865,,,,,,
Brazil,2020-05-07,135773.0,9162.0,6940.857,9190.0,602.0,454.857,42.814,2.813,,,,,,
Brazil,2020-05-06,126611.0,11156.0,6703.714,8588.0,650.0,439.286,52.132,3.037,,,,,,
Brazil,2020-05-05,115455.0,6835.0,6031.429,7938.0,571.0,407.857,31.94,2.668,,,,,,
Brazil,2020-05-04,108620.0,6794.0,5882.0,7367.0,316.0,394.857,31.749,1.477,,,,,,
Brazil,2020-05-03,101826.0,4726.0,5532.286,7051.0,290.0,395.0,22.085,1.355,,,,,,
Brazil,2020-05-02,97100.0,4898.0,5396.571,6761.0,349.0,386.286,22.889,1.631,,,,,,
Brazil,2020-05-01,92202.0,5015.0,5451.286,6412.0,406.0,386.857,23.435,1.897,,,,,,
Brazil,2020-04-30,87187.0,7502.0,5307.286,6006.0,493.0,382.143,35.057,2.304,,,,,,
Brazil,2020-04-29,79685.0,6450.0,4846.857,5513.0,430.0,372.429,30.141,2.009,,,,,,
Brazil,2020-04-28,73235.0,5789.0,4308.0,5083.0,480.0,334.571,27.052,2.243,,,,,,
Brazil,2020-04-27,67446.0,4346.0,3814.714,4603.0,317.0,288.0,20.309,1.481,,,,,,
Brazil,2020-04-26,63100.0,3776.0,3492.286,4286.0,229.0,260.571,17.645,1.07,,,,,,
Brazil,2020-04-25,59324.0,5281.0,3238.0,4057.0,353.0,243.286,24.678,1.65,,,,,,
Brazil,2020-04-24,54043.0,4007.0,2908.714,3704.0,373.0,223.286,18.725,1.743,,,,,,
Brazil,2020-04-23,50036.0,4279.0,2801.571,3331.0,425.0,201.0,19.996,1.986,,,,,,
Brazil,2020-04-22,45757.0,2678.0,2491.0,2906.0,165.0,167.143,12.514,0.771,,,,,,
Brazil,2020-04-21,43079.0,2336.0,2545.286,2741.0,154.0,172.714,10.916,0.72,,,,,,
Brazil,2020-04-20,40743.0,2089.0,2473.286,2587.0,125.0,179.857,9.762,0.584,,,,,,
Brazil,2020-04-19,38654.0,1996.0,2351.714,2462.0,108.0,177.0,9.327,0.505,,,,,,
Brazil,2020-04-18,36658.0,2976.0,2275.857,2354.0,213.0,175.714,13.907,0.995,,,,,,
Brazil,2020-04-17,33682.0,3257.0,2006.286,2141.0,217.0,154.857,15.22,1.014,,,,,,
Brazil,2020-04-16,30425.0,2105.0,1761.857,1924.0,188.0,139.143,9.837,0.879,,,,,,
Brazil,2020-04-15,28320.0,3058.0,1735.714,1736.0,204.0,131.0,14.29,0.953,,,,,,
Brazil,2020-04-14,25262.0,1832.0,1604.0,1532.0,204.0,120.857,8.561,0.953,,,,,,
Brazil,2020-04-13,23430.0,1238.0,1609.857,1328.0,105.0,109.143,5.785,0.491,,,,,,
Brazil,2020-04-12,22192.0,1465.0,1580.286,1223.0,99.0,105.286,6.846,0.463,,,,,,
Brazil,2020-04-11,20727.0,1089.0,1481.0,1124.0,67.0,97.0,5.089,0.313,,,,,,
Brazil,2020-04-10,19638.0,1546.0,1511.714,1057.0,107.0,99.714,7.225,0.5,,,,,,
Brazil,2020-04-09,18092.0,1922.0,1435.429,950.0,131.0,89.429,8.982,0.612,,,,,,
Brazil,2020-04-08,16170.0,2136.0,1333.429,819.0,133.0,82.714,9.982,0.622,,,,,,
Brazil,2020-04-07,14034.0,1873.0,1188.143,686.0,122.0,69.286,8.753,0.57,,,,,,
Brazil,2020-04-06,12161.0,1031.0,1083.143,564.0,78.0,57.857,4.818,0.364,,,,,,
Brazil,2020-04-05,11130.0,770.0,982.0,486.0,41.0,50.0,3.598,0.192,,,,,,
Brazil,2020-04-04,10360.0,1304.0,922.286,445.0,86.0,47.714,6.094,0.402,,,,,,
Brazil,2020-04-03,9056.0,1012.0,805.571,359.0,35.0,38.143,4.729,0.164,,,,,,
Brazil,2020-04-02,8044.0,1208.0,722.714,324.0,84.0,35.286,5.645,0.393,,,,,,
Brazil,2020-04-01,6836.0,1119.0,611.714,240.0,39.0,25.857,5.229,0.182,,,,,,
Brazil,2020-03-31,5717.0,1138.0,495.714,201.0,42.0,22.143,5.318,0.196,,,,,,
Brazil,2020-03-30,4579.0,323.0,379.286,159.0,23.0,17.857,1.509,0.107,,,,,,
Brazil,2020-03-29,4256.0,352.0,387.143,136.0,25.0,15.857,1.645,0.117,,,,,,
Brazil,2020-03-28,3904.0,487.0,411.857,111.0,19.0,13.714,2.276,0.089,,,,,,
Brazil,2020-03-27,3417.0,432.0,374.857,92.0,15.0,11.571,2.019,0.07,,,,,,
Brazil,2020-03-26,2985.0,431.0,337.714,77.0,18.0,10.143,2.014,0.084,,,,,,
Brazil,2020-03-25,2554.0,307.0,311.714,59.0,13.0,8.0,1.435,0.061,,,,,,
Brazil,2020-03-24,2247.0,323.0,275.143,46.0,12.0,6.429,1.509,0.056,,,,,,
Brazil,2020-03-23,1924.0,378.0,246.286,34.0,9.0,4.857,1.766,0.042,,,,,,
Brazil,2020-03-22,1546.0,525.0,197.714,25.0,10.0,3.571,2.453,0.047,,,,,,
Brazil,2020-03-21,1021.0,228.0,124.286,15.0,4.0,2.143,1.065,0.019,,,,,,
Brazil,2020-03-20,793.0,172.0,91.714,11.0,5.0,1.571,0.804,0.023,,,,,,
Brazil,2020-03-19,621.0,249.0,81.286,6.0,3.0,0.857,1.164,0.014,,,,,,
Brazil,2020-03-18,372.0,51.0,47.714,3.0,2.0,0.429,0.238,0.009,,,,,,
Brazil,2020-03-17,321.0,121.0,41.429,1.0,1.0,0.143,0.565,0.005,,,,,,
Brazil,2020-03-16,200.0,38.0,25.0,,,,0.178,,,,,,,
Brazil,2020-03-15,162.0,11.0,20.286,,,,0.051,,,,,,,
Brazil,2020-03-14,151.0,0.0,19.714,,,,0.0,,,,,,,
Brazil,2020-03-13,151.0,99.0,19.714,,,,0.463,,,,,,,
Brazil,2020-03-12,52.0,14.0,6.857,,,,0.065,,,,,,,
Brazil,2020-03-11,38.0,7.0,4.857,,,,0.033,,,,,,,
Brazil,2020-03-10,31.0,6.0,4.143,,,,0.028,,,,,,,
Brazil,2020-03-09,25.0,5.0,3.286,,,,0.023,,,,,,,
Brazil,2020-03-08,20.0,7.0,2.571,,,,0.033,,,,,,,
Brazil,2020-03-07,13.0,0.0,1.571,,,,0.0,,,,,,,
Brazil,2020-03-06,13.0,9.0,1.714,,,,0.042,,,,,,,
Brazil,2020-03-05,4.0,0.0,0.429,,,,0.0,,,,,,,
Brazil,2020-03-04,4.0,2.0,0.429,,,,0.009,,,,,,,
Brazil,2020-03-03,2.0,0.0,0.286,,,,0.0,,,,,,,
Brazil,2020-03-02,2.0,0.0,0.286,,,,0.0,,,,,,,
Brazil,2020-03-01,2.0,0.0,,,,,0.0,,,,,,,
Brazil,2020-02-29,2.0,1.0,,,,,0.005,,,,,,,
Brazil,2020-02-28,1.0,0.0,,,,,0.0,,,,,,,
Brazil,2020-02-27,1.0,0.0,,,,,0.0,,,,,,,
Brazil,2020-02-26,1.0,1.0,,,,,0.005,,,,,,,
